O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
15-1243.00,Database Architects,HP DataProtector,43233415,Backup or archival software,N,N
15-1243.00,Database Architects,Hypertext markup language HTML,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,IBM ADSTAR,43233415,Backup or archival software,N,N
15-1243.00,Database Architects,IBM AIX,43233004,Operating system software,N,N
15-1243.00,Database Architects,IBM Cognos Impromptu,43232314,Business intelligence and data analysis software,N,N
15-1243.00,Database Architects,IBM Content Manager,43232202,Document management software,N,N
15-1243.00,Database Architects,IBM DB2,43232306,Data base user interface and query software,Y,N
15-1243.00,Database Architects,IBM Domino,43232902,Communications server software,N,N
15-1243.00,Database Architects,IBM Informix,43232311,Object oriented data base management software,N,N
15-1243.00,Database Architects,IBM InfoSphere DataStage,43232403,Enterprise application integration software,N,N
15-1243.00,Database Architects,IBM InfoSphere Warehouse,43232307,Data mining software,N,N
15-1243.00,Database Architects,IBM Interactive System Productivity Facility ISPF,43232304,Data base management system software,N,N
15-1243.00,Database Architects,IBM Notes,43233501,Electronic mail software,N,N
15-1243.00,Database Architects,IBM Power Systems software,43233701,Enterprise system management software,N,N
15-1243.00,Database Architects,IBM Rational Data Architect,43232310,Metadata management software,N,N
15-1243.00,Database Architects,IBM Rational System Architect,43232310,Metadata management software,N,N
15-1243.00,Database Architects,IBM SPSS Statistics,43232605,Analytical or scientific software,Y,N
15-1243.00,Database Architects,IBM WebSphere,43232806,Cloud-based management software,N,N
15-1243.00,Database Architects,Index tuning software,43232304,Data base management system software,N,N
15-1243.00,Database Architects,Infobright Community Edition ICE,43232605,Analytical or scientific software,N,N
15-1243.00,Database Architects,Informatica Big Data,43232304,Data base management system software,N,N
15-1243.00,Database Architects,Informatica Corporation PowerCenter,43231602,Enterprise resource planning ERP software,N,N
15-1243.00,Database Architects,Informatica PowerCenter,43232310,Metadata management software,N,N
15-1243.00,Database Architects,Informatica software,43232310,Metadata management software,Y,N
15-1243.00,Database Architects,Integrated development environment IDE software,43232402,Development environment software,N,N
15-1243.00,Database Architects,Intel Data Migration Software,43233414,Storage media loading software,N,N
15-1243.00,Database Architects,Interface Computers Data Loader,43232310,Metadata management software,N,N
15-1243.00,Database Architects,JavaScript,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,JavaScript Object Notation JSON,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,Jitterbit,43232806,Cloud-based management software,N,N
15-1243.00,Database Architects,Job control language JCL,43233004,Operating system software,N,N
15-1243.00,Database Architects,jQuery,43232405,Object or component oriented development software,Y,N
15-1243.00,Database Architects,JUnit,43232406,Program testing software,Y,N
15-1243.00,Database Architects,Jupyter Notebook,43232405,Object or component oriented development software,N,N
15-1243.00,Database Architects,KornShell,43233004,Operating system software,N,N
15-1243.00,Database Architects,LAMP Stack,43232408,Web platform development software,N,N
15-1243.00,Database Architects,LexisNexis,43232309,Information retrieval or search software,N,N
15-1243.00,Database Architects,Linux,43233004,Operating system software,Y,N
15-1243.00,Database Architects,LogMeIn GoToMeeting,43233502,Video conferencing software,N,N
15-1243.00,Database Architects,LogMeIn GoToWebinar,43233503,Network conferencing software,N,N
15-1243.00,Database Architects,MapR Converged Data Platform,43232304,Data base management system software,N,N
15-1243.00,Database Architects,MariaDB,43232304,Data base management system software,N,N
15-1243.00,Database Architects,McAfee,43233205,Transaction security and virus protection software,N,N
15-1243.00,Database Architects,Micosoft SQL Server Analysis Services SSAS,43232314,Business intelligence and data analysis software,N,N
15-1243.00,Database Architects,Microsoft .NET Framework,43232402,Development environment software,Y,N
15-1243.00,Database Architects,Microsoft Access,43232306,Data base user interface and query software,Y,N
15-1243.00,Database Architects,Microsoft Active Server Pages ASP,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,Microsoft ActiveX,43232405,Object or component oriented development software,N,N
15-1243.00,Database Architects,Microsoft ASP.NET,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,Microsoft ASP.NET Core MVC,43232408,Web platform development software,N,N
15-1243.00,Database Architects,Microsoft Azure software,43232402,Development environment software,Y,Y
15-1243.00,Database Architects,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
15-1243.00,Database Architects,Microsoft Dynamics GP,43231602,Enterprise resource planning ERP software,N,N
15-1243.00,Database Architects,Microsoft Excel,43232110,Spreadsheet software,Y,Y
15-1243.00,Database Architects,Microsoft Exchange,43233501,Electronic mail software,N,N
15-1243.00,Database Architects,Microsoft Office software,43231513,Office suite software,Y,Y
15-1243.00,Database Architects,Microsoft Outlook,43233501,Electronic mail software,Y,N
15-1243.00,Database Architects,Microsoft Power BI,43232314,Business intelligence and data analysis software,Y,Y
15-1243.00,Database Architects,Microsoft PowerPoint,43232106,Presentation software,Y,Y
15-1243.00,Database Architects,Microsoft PowerShell,43232402,Development environment software,Y,N
15-1243.00,Database Architects,Microsoft Project,43231507,Project management software,Y,N
15-1243.00,Database Architects,Microsoft Publisher,43232112,Desktop publishing software,N,N
15-1243.00,Database Architects,Microsoft SharePoint,43232202,Document management software,Y,N
15-1243.00,Database Architects,Microsoft SQL Server,43232306,Data base user interface and query software,Y,N
15-1243.00,Database Architects,Microsoft SQL Server Integration Services SSIS,43232403,Enterprise application integration software,Y,N
15-1243.00,Database Architects,Microsoft SQL Server Reporting Services SSRS,43232305,Data base reporting software,Y,N
15-1243.00,Database Architects,Microsoft Visio,43231518,Process mapping and design software,Y,N
15-1243.00,Database Architects,Microsoft Visual Basic,43232402,Development environment software,Y,N
15-1243.00,Database Architects,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y,N
15-1243.00,Database Architects,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,N,N
15-1243.00,Database Architects,Microsoft Visual Basic.NET,43232405,Object or component oriented development software,N,N
15-1243.00,Database Architects,Microsoft Visual C# .NET,43232405,Object or component oriented development software,N,N
15-1243.00,Database Architects,Microsoft Visual Studio,43232402,Development environment software,Y,N
15-1243.00,Database Architects,Microsoft Windows,43233004,Operating system software,Y,N
15-1243.00,Database Architects,Microsoft Windows Server,43233004,Operating system software,Y,N
15-1243.00,Database Architects,Microsoft Word,43232104,Word processing software,Y,N
15-1243.00,Database Architects,MicroStrategy,43232314,Business intelligence and data analysis software,N,N
15-1243.00,Database Architects,Minitab,43232605,Analytical or scientific software,N,N
15-1243.00,Database Architects,MongoDB,43232304,Data base management system software,Y,N
15-1243.00,Database Architects,Multidimensional Expressions MDX,43232304,Data base management system software,N,N
15-1243.00,Database Architects,MySQL,43232304,Data base management system software,Y,N
15-1243.00,Database Architects,Nagios,43232801,Network monitoring software,N,N
15-1243.00,Database Architects,Nearpod,43232505,Multi-media educational software,N,N
15-1243.00,Database Architects,NetSuite ERP,43231602,Enterprise resource planning ERP software,N,N
15-1243.00,Database Architects,Node.js,43232408,Web platform development software,Y,N
15-1243.00,Database Architects,NortonLifeLock cybersecurity software,43233205,Transaction security and virus protection software,N,N
15-1243.00,Database Architects,NoSQL,43232304,Data base management system software,Y,N
15-1243.00,Database Architects,Object database management system ODBMS,43232311,Object oriented data base management software,N,N
15-1243.00,Database Architects,Operating system software,43233004,Operating system software,N,N
15-1243.00,Database Architects,Oracle Application Express APEX,43232408,Web platform development software,N,N
15-1243.00,Database Architects,Oracle Application Server,43232701,Application server software,N,N
15-1243.00,Database Architects,Oracle Business Intelligence Enterprise Edition,43232314,Business intelligence and data analysis software,N,N
