"soc6","soc_code","title","auto_w","pv_w","da_w","tk_w","ag_w","n_tasks","n_core","occupation_category","eloundou_alpha","eloundou_beta","eloundou_gamma","webb_software","webb_robot","webb_ai","sml","felten","frey_osborne","routine_cognitive","routine_manual"
"131199","13-1199.06","Online Merchants",1.28807471264368,0.897882386953762,1.56075449018454,1.01826405454867,1.33037428257725,34,24,"Management, Business & Financial",0.246666666666667,0.593333333333333,0.94,24,19,54,2.90971925672699,3.6139357,0.23,-0.317640517,-0.926392676666667
"151231","15-1231.00","Computer Network Support Specialists",1.28525641025641,0.787633114195487,1.52440169358563,0.860802084413082,1.30063772129734,26,26,"Computer, Engineering & Science",0.461538461538462,0.634615384615385,0.807692307692308,NA,NA,NA,NA,NA,NA,NA,NA
"131081","13-1081.02","Logistics Analysts",1.2688679245283,0.954734695736257,1.5063763765807,0.884968530182624,1.38074663526369,31,22,"Management, Business & Financial",0.0844155844155844,0.529220779220779,0.974025974025974,50,19,83,2.88772409569162,3.8946345,0.012,-0.239738054,-0.836980266666667
"271024","27-1024.00","Graphic Designers",1.24479166666667,1.32327770621721,1.46163816609412,0.660924390129633,1.08360957531482,19,17,"Arts, Design, Entertainment & Media",0,0.5,1,59,47,77,2.86418148654811,3.3344059,0.082,0.35124463,-0.3035116
"131161","13-1161.00","Market Research Analysts and Marketing Specialists",1.23397435897436,1.34010516961892,1.42151873037285,0.631038763503885,1.15823798184898,13,13,"Management, Business & Financial",0.0689655172413793,0.53448275862069,1,49,26,87,2.93913424124514,3.7748506,0.61,-0.35793445,-0.94367397
"292052","29-2052.00","Pharmacy Technicians",1.22794117647059,0.171742073074745,1.51316237827667,1.34400953672288,1.23774257118817,21,13,"Healthcare Practitioners & Technical",0.294117647058824,0.426470588235294,0.558823529411765,39,52,42,3.18045894068408,3.3352666,0.92,1.4794836,0.61164993
"152051","15-2051.01","Business Intelligence Analysts",1.22549019607843,1.17772748264976,1.49537454147329,0.664001992453682,1.19313220119986,17,17,"Computer, Engineering & Science",0.359550561797753,0.679775280898876,1,NA,NA,NA,NA,NA,NA,NA,NA
"151299","15-1299.01","Web Administrators",1.22101449275362,1.1079486918178,1.50334446785224,0.69404308327151,1.29331720047534,35,34,"Computer, Engineering & Science",0.460869565217391,0.728985507246377,0.997101449275362,NA,NA,NA,NA,NA,NA,NA,NA
"194012","19-4012.01","Precision Agriculture Technicians",1.21212121212121,1.06417246829164,1.45329835535794,0.690038827033643,1.19085079428343,22,22,"Life, Physical & Social Science",0.1375,0.41875,0.7,NA,NA,NA,NA,NA,NA,NA,NA
"151253","15-1253.00","Software Quality Assurance Analysts and Testers",1.20614035087719,1.1140935456084,1.48564850692339,0.723366297924517,1.24001197138366,30,27,"Computer, Engineering & Science",0.807017543859649,0.87719298245614,0.947368421052632,NA,NA,NA,NA,NA,NA,NA,NA
"151232","15-1232.00","Computer User Support Specialists",1.20114942528736,0.8934276233365,1.43505450874934,0.888829922187075,1.07750071935886,16,13,"Computer, Engineering & Science",0.444444444444444,0.611111111111111,0.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA
"151244","15-1244.00","Network and Computer Systems Administrators",1.19369369369369,0.944333545525253,1.47094246298909,0.815086607133237,1.16283435488098,20,17,"Computer, Engineering & Science",0.540540540540541,0.72972972972973,0.918918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"151254","15-1254.00","Web Developers",1.19150641025641,1.08481753416638,1.47202168530287,0.756749074830219,1.2213545938628,29,23,"Computer, Engineering & Science",0.865384615384615,0.932692307692308,1,NA,NA,NA,NA,NA,NA,NA,NA
"151243","15-1243.01","Data Warehousing Specialists",1.18981481481481,1.2352468907348,1.50317187577982,0.570299118939012,1.29867043019029,18,18,"Computer, Engineering & Science",0.818181818181818,0.909090909090909,1,NA,NA,NA,NA,NA,NA,NA,NA
"151299","15-1299.03","Document Management Specialists",1.18703703703704,0.970603965407071,1.4251281840401,0.811610620109754,1.22227158666191,23,22,"Computer, Engineering & Science",0.460869565217391,0.728985507246377,0.997101449275362,NA,NA,NA,NA,NA,NA,NA,NA
"132082","13-2082.00","Tax Preparers",1.17708333333333,0.91844726708716,1.36884613803007,0.849202258114172,1.19771365148955,12,12,"Management, Business & Financial",0.25,0.625,1,37,16,81,3.15926762491444,2.8051827,0.99,1.4230719,-0.5379372
"132053","13-2053.00","Insurance Underwriters",1.17261904761905,1.08945052233727,1.4425152534775,0.61070814907602,1.30407812600262,7,7,"Management, Business & Financial",0.142857142857143,0.571428571428571,1,21,7,84,3.0616480595428,3.0149076,0.99,0.66554016,-0.61457646
"273042","27-3042.00","Technical Writers",1.17222222222222,1.15904270973701,1.3872193584577,0.752535591447506,1.08467803948115,15,15,"Arts, Design, Entertainment & Media",0.466666666666667,0.7,0.933333333333333,38,18,80,2.88221449911591,3.0080364,0.89,1.8340727,-0.22687241
"319094","31-9094.00","Medical Transcriptionists",1.16666666666667,0.881160390074599,1.38061049157274,0.857480376492902,1.23490099672718,15,13,"Healthcare Support",0.821428571428571,0.875,0.928571428571429,30,57,26,3.1638403590319,2.7237425,0.89,1.7212493,0.53501076
"119179","11-9179.02","Spa Managers",1.16468253968254,1.02153844346294,1.29455431647881,0.719100509518716,0.920801774232564,21,21,"Management, Business & Financial",0.159090909090909,0.448863636363636,0.738636363636364,NA,NA,NA,NA,NA,NA,NA,NA
"152051","15-2051.02","Clinical Data Managers",1.15729166666667,1.03526279441629,1.40350852961086,0.675262794416288,1.19782262505773,21,19,"Computer, Engineering & Science",0.359550561797753,0.679775280898876,1,NA,NA,NA,NA,NA,NA,NA,NA
"273092","27-3092.00","Court Reporters and Simultaneous Captioners",1.15277777777778,0.460313369225283,1.47480056452854,1.11383545031537,1.38476850138443,14,10,"Arts, Design, Entertainment & Media",0.916666666666667,0.958333333333333,1,NA,NA,NA,NA,NA,NA,NA,NA
"151299","15-1299.02","Geographic Information Systems Technologists and Technicians",1.15200617283951,1.13606201917658,1.44309748807878,0.65096547197871,1.1978553017485,29,25,"Computer, Engineering & Science",0.460869565217391,0.728985507246377,0.997101449275362,NA,NA,NA,NA,NA,NA,NA,NA
"151242","15-1242.00","Database Administrators",1.15151515151515,1.11384761827903,1.50407406161292,0.594222066090079,1.21680319035651,18,15,"Computer, Engineering & Science",0.870967741935484,0.935483870967742,1,NA,NA,NA,NA,NA,NA,NA,NA
"151251","15-1251.00","Computer Programmers",1.14722222222222,1.3110683602523,1.44146723119521,0.559361806491338,1.10241306640011,17,13,"Computer, Engineering & Science",0.9,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA
"151243","15-1243.00","Database Architects",1.14710884353742,1.2621429647943,1.45655676106347,0.447128137059793,1.19644611162573,25,24,"Computer, Engineering & Science",0.818181818181818,0.909090909090909,1,NA,NA,NA,NA,NA,NA,NA,NA
"333041","33-3041.00","Parking Enforcement Workers",1.14583333333333,0.76393678166514,1.22258336884307,1.0818266866818,0.851359324591262,22,16,"Protective Service",0.179487179487179,0.320512820512821,0.461538461538462,59,54,28,2.87030839407011,2.9327965,0.84,0.56883323,1.3329598
"194013","19-4013.00","Food Science Technicians",1.14444444444444,0.586028473158005,1.28130768281804,0.97833046956881,1.07507691042406,16,14,"Life, Physical & Social Science",0.285714285714286,0.357142857142857,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA
"152099","15-2099.01","Bioinformatics Technicians",1.13611111111111,1.07297148572019,1.50515668461264,0.792216494693175,1.29915950725536,19,11,"Computer, Engineering & Science",0.766666666666667,0.866666666666667,0.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"131161","13-1161.01","Search Marketing Strategists",1.13592896174863,1.34931341886875,1.48602493215421,0.629581029501182,1.1574498819602,36,25,"Management, Business & Financial",0.0689655172413793,0.53448275862069,1,49,26,87,2.93913424124514,3.7748506,0.61,-0.35793445,-0.94367397
"119081","11-9081.00","Lodging Managers",1.13405797101449,0.983898155735278,1.31164249419825,0.79665735512266,0.882060548210015,24,22,"Management, Business & Financial",0.0434782608695652,0.456521739130435,0.869565217391304,50,26,68,3.06156049175747,3.8320782,0.0039,0.2706558,-0.3531017
"352011","35-2011.00","Cooks, Fast Food",1.13157894736842,0.809143367516339,1.23780828679093,1.24341879176485,0.570233896485598,19,19,"Food Preparation & Serving",0,0,0,9,62,21,3.24066024532807,2.0257103,0.81,0.12559699,0.46738815
"171021","17-1021.00","Cartographers and Photogrammetrists",1.12833333333333,0.78823588604832,1.50147349035535,0.666615365636088,1.34909057425016,14,11,"Computer, Engineering & Science",0.04,0.52,1,80,54,84,2.96929124334785,3.7313819,0.88,1.5520134,0.30058533
"171022","17-1022.01","Geodetic Surveyors",1.12760416666667,0.768002116982037,1.35550211698204,0.6941185719505,1.19828523861717,16,16,"Computer, Engineering & Science",0.142857142857143,0.506493506493506,0.87012987012987,80,54,84,2.92386951200117,4.7142935,0.38,1.33442445,-0.046545059
"132041","13-2041.00","Credit Analysts",1.12268518518519,0.938224103984033,1.50786798389993,0.739677084892971,1.28141023005012,11,7,"Management, Business & Financial",0.111111111111111,0.555555555555556,1,37,16,81,3.04013968419226,3.5359149,0.98,0.57689226,-0.7362974
"131041","13-1041.08","Customs Brokers",1.11458333333333,0.846802617359609,1.42743199661593,0.69125677790833,1.27296617674208,23,21,"Management, Business & Financial",0.214574898785425,0.524291497975709,0.834008097165992,17,22,42,2.83897312689431,4.2417951,0.08,0.376764396666667,-0.848250704166667
"319099","31-9099.01","Speech-Language Pathology Assistants",1.1140350877193,1.02051511243506,1.09914950105344,0.930323876650573,0.868758123046841,11,8,"Healthcare Support",0.186046511627907,0.337209302325581,0.488372093023256,30,57,26,2.93734989723129,3.286478,NA,0.298862,0.0120614000000001
"152041","15-2041.00","Statisticians",1.11373873873874,1.31765994628689,1.41135363998058,0.480658327575423,1.19426654177949,19,18,"Computer, Engineering & Science",0.431818181818182,0.715909090909091,1,62,18,89,2.98662861072586,4.079309,0.22,0.23036165,-1.22318153333333
"151212","15-1212.00","Information Security Analysts",1.10984848484848,1.08841489253406,1.40681427668474,0.603566407685575,1.05486399323186,11,11,"Computer, Engineering & Science",0.347826086956522,0.652173913043478,0.956521739130435,NA,NA,NA,NA,NA,NA,NA,NA
"194021","19-4021.00","Biological Technicians",1.10775862068966,0.667854391950334,1.31120245277919,0.97158854287673,0.96547301635295,17,12,"Life, Physical & Social Science",0.2,0.416666666666667,0.633333333333333,91,51,84,2.95973615756224,4.0904446,0.3,0.5930096,0.10222514
"131023","13-1023.00","Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.10745614035088,1.17186232320538,1.30193880309915,0.598304071924194,1.00412952468856,19,19,"Management, Business & Financial",0.0526315789473684,0.473684210526316,0.894736842105263,NA,NA,NA,NA,NA,NA,NA,NA
"319093","31-9093.00","Medical Equipment Preparers",1.10576923076923,0.429552209577984,1.22343850295225,1.18484219812338,0.949400291743593,15,11,"Healthcare Support",0.0740740740740741,0.111111111111111,0.148148148148148,30,57,26,3.13770760049702,3.3021724,0.78,1.5600717,1.8333682
"319095","31-9095.00","Pharmacy Aides",1.10037878787879,0.345396248828888,1.44036517598694,1.34095957726786,1.05005048635877,14,8,"Healthcare Support",0.24,0.38,0.52,30,57,26,3.16452037215271,2.5361097,0.72,0.8508934,0.32763463
"194061","19-4061.00","Social Science Research Assistants",1.09895833333333,1.03883545031537,1.42551814855409,0.786752116982037,1.18716076786268,22,10,"Life, Physical & Social Science",0.424242424242424,0.666666666666667,0.909090909090909,80,51,82,2.86644344999653,3.1845245,0.65,-0.075874695,-1.020313165
"193092","19-3092.00","Geographers",1.09722222222222,1.18511393375383,1.41329058247452,0.448112522432469,0.890669489309382,12,12,"Life, Physical & Social Science",0.166666666666667,0.5,0.833333333333333,59,41,87,2.86107890872556,3.9397562,0.25,-1.1718787,-1.2682632
"131199","13-1199.05","Sustainability Specialists",1.0952380952381,1.27423074889581,1.32567764212102,0.501526228931851,0.986898625266497,14,14,"Management, Business & Financial",0.246666666666667,0.593333333333333,0.94,24,19,54,2.90971925672699,3.6139357,0.23,-0.317640517,-0.926392676666667
"339093","33-9093.00","Transportation Security Screeners",1.09333333333333,0.84841110836141,1.14668643344795,1.02761635493694,0.921079232943795,26,24,"Protective Service",0,0.26,0.52,90,64,98,2.98734808351511,3.7353976,NA,1.7051313,1.098534
"131032","13-1032.00","Insurance Appraisers, Auto Damage",1.08928571428571,0.942173364097862,1.43741145933596,0.675506697431195,0.882478609884232,7,7,"Management, Business & Financial",0,0.5,1,44,18,53,3.14569304766069,3.1646507,0.98,0.39153904,-0.2313807
"131071","13-1071.00","Human Resources Specialists",1.08888888888889,1.03203226409616,1.37041973481006,0.722112038284747,0.97851470016582,26,19,"Management, Business & Financial",0.333333333333333,0.644444444444444,0.955555555555556,10,6,44,2.90397954819394,3.015846,NA,-0.18064025,-0.6235928
"151241","15-1241.01","Telecommunications Engineering Specialists",1.08776595744681,0.91681394194678,1.34368974494925,0.677403148059082,1.06245861134297,26,21,"Computer, Engineering & Science",0.36036036036036,0.63963963963964,0.918918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"254031","25-4031.00","Library Technicians",1.08680555555556,0.588490017945975,1.31810183471777,1.09238425069222,1.0064458557658,31,17,"Education, Training & Library",0.384615384615385,0.567307692307692,0.75,17,38,9,3.34412625743561,2.6022258,0.99,0.42377365,-0.21334797
"132023","13-2023.00","Appraisers and Assessors of Real Estate",1.08333333333333,0.902312245643571,1.42376371931794,0.648678246973026,1.09438337178899,30,26,"Management, Business & Financial",0.0178571428571429,0.491071428571429,0.964285714285714,NA,NA,NA,NA,NA,NA,NA,NA
"151299","15-1299.08","Computer Systems Engineers/Architects",1.08181818181818,1.37207457482069,1.33038693258382,0.404477060648043,1.04687798442202,28,27,"Computer, Engineering & Science",0.460869565217391,0.728985507246377,0.997101449275362,NA,NA,NA,NA,NA,NA,NA,NA
"172072","17-2072.01","Radio Frequency Identification Device Specialists",1.08134920634921,1.11484734773409,1.36014242453546,0.636332900725939,1.03525434211592,21,21,"Computer, Engineering & Science",0.368421052631579,0.625,0.881578947368421,74,52,87,2.91378284462896,4.0376225,0.025,-0.0678156615,-0.45002754
"132071","13-2071.00","Credit Counselors",1.07954545454545,1.03024473367737,1.38479018822283,0.739524060424316,0.958517845855925,23,21,"Management, Business & Financial",0.272727272727273,0.625,0.977272727272727,37,16,81,3.00188535097017,3.2253506,0.04,0.40765634,-1.0225672
"274021","27-4021.00","Photographers",1.0718085106383,1.14113109590344,1.31438442007288,0.728643368843454,0.7742371185448,28,19,"Arts, Design, Entertainment & Media",0.0416666666666667,0.385416666666667,0.729166666666667,84,68,80,3.0458758837392,3.7875569,0.021,-1.196055,-0.67318267
"192021","19-2021.00","Atmospheric and Space Scientists",1.07037037037037,1.16655648272919,1.5165337096857,0.432535591447506,1.08999427247095,27,18,"Life, Physical & Social Science",0.173913043478261,0.565217391304348,0.956521739130435,44,16,100,2.85082798809374,4.0752859,0.67,0.31900924,-0.84900206
"351012","35-1012.00","First-Line Supervisors of Food Preparation and Serving Workers",1.07037037037037,0.993394778541356,1.18551254435515,0.825988181087125,0.849770849026235,26,19,"Food Preparation & Serving",0.222222222222222,0.511111111111111,0.8,67,9,26,3.23520326759844,3.3212371,0.63,0.68165666,0.8370592
"131051","13-1051.00","Cost Estimators",1.06547619047619,1.05135528424203,1.27167885182504,0.67040290328965,1.10118433955221,14,14,"Management, Business & Financial",0,0.5,1,50,26,68,3.06722418995146,3.5402279,0.57,0.68971646,-1.0022805
"132072","13-2072.00","Loan Officers",1.06534090909091,0.885602155472619,1.42835274685015,0.857329043294067,1.1376320735971,30,14,"Management, Business & Financial",0.204545454545455,0.590909090909091,0.977272727272727,37,16,81,2.96817043950935,2.8359137,0.98,0.89924604,-1.1690832
"131131","13-1131.00","Fundraisers",1.06490384615385,1.26183265823012,1.23177514062926,0.628658755221128,0.880351714292524,28,24,"Management, Business & Financial",0.153846153846154,0.519230769230769,0.884615384615385,24,19,54,2.78214811181952,3.2512491,NA,-1.3411146,-1.42605
"131081","13-1081.00","Logisticians",1.06439393939394,1.240742011299,1.30621987540381,0.532463069457885,0.937117306987771,22,22,"Management, Business & Financial",0.0844155844155844,0.529220779220779,0.974025974025974,50,19,83,2.88772409569162,3.8946345,0.012,-0.239738054,-0.836980266666667
"151241","15-1241.00","Computer Network Architects",1.06150793650794,1.22250031155163,1.34442135949784,0.611918300969617,1.05819560341149,33,30,"Computer, Engineering & Science",0.36036036036036,0.63963963963964,0.918918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"292081","29-2081.00","Opticians, Dispensing",1.06150793650794,0.59041511782074,1.09857955201034,0.991265750177664,0.923125745050243,21,21,"Healthcare Practitioners & Technical",0.0952380952380952,0.285714285714286,0.476190476190476,63,79,34,3.06544181977253,3.36481,0.71,0.5124208,-0.2313807
"319092","31-9092.00","Medical Assistants",1.06089743589744,0.615106271066811,1.31229797779534,1.01947088791963,0.72563661984945,20,19,"Healthcare Support",0.179487179487179,0.358974358974359,0.538461538461538,30,57,26,3.10331957129155,3.3454318,0.3,1.5842488,0.04361889
"152041","15-2041.01","Biostatisticians",1.06,1.23051963660979,1.32528203230276,0.399948698969422,1.06018458501774,25,25,"Computer, Engineering & Science",0.431818181818182,0.715909090909091,1,62,18,89,2.98662861072586,4.079309,0.22,0.23036165,-1.22318153333333
"151211","15-1211.00","Computer Systems Analysts",1.059375,1.34502470847661,1.35148411572164,0.508864454438765,0.964459701832419,22,18,"Computer, Engineering & Science",0.298507462686567,0.619402985074627,0.940298507462687,NA,NA,NA,NA,NA,NA,NA,NA
"192099","19-2099.01","Remote Sensing Scientists and Technologists",1.05729166666667,1.24696934817725,1.32013530918323,0.459569065912975,0.961403104906987,24,24,"Life, Physical & Social Science",0,0.456521739130435,0.91304347826087,78,25,89,2.90612990095394,4.3632302,0.43,-0.2048166,-1.1420339
"173013","17-3013.00","Mechanical Drafters",1.05603448275862,1.01851162961668,1.32992335746758,0.688048896986717,1.09231649804546,15,14,"Computer, Engineering & Science",0.0689655172413793,0.5,0.931034482758621,49,34,81,2.88077317824153,3.5562947,0.68,0.5124215,-0.1592498
"194099","19-4099.03","Remote Sensing Technicians",1.05416666666667,0.995193707942409,1.46472079033996,0.750749263497965,1.25562960221509,21,9,"Life, Physical & Social Science",0.166666666666667,0.532051282051282,0.897435897435897,80,51,82,2.92022502415678,4.0860829,0.61,0.692402583333333,0.057143321
"339032","33-9032.00","Security Guards",1.05401234567901,0.941440780874168,1.15528694174969,0.890075955835884,0.648189285181223,14,13,"Protective Service",0.166666666666667,0.166666666666667,0.166666666666667,67,54,76,2.9588029290035,2.8969624,0.84,1.0604237,-0.988756
"119051","11-9051.00","Food Service Managers",1.05163043478261,0.944691548658093,1.21637865244815,0.772512059415639,0.95636192385122,26,20,"Management, Business & Financial",0.0625,0.416666666666667,0.770833333333333,50,26,68,2.99000858648665,3.2866514,0.083,0.641363,0.43583098
"131021","13-1021.00","Buyers and Purchasing Agents, Farm Products",1.05092592592593,0.979558378198271,1.2910683602523,0.660579283187226,0.985577258304284,12,6,"Management, Business & Financial",0.0555555555555556,0.527777777777778,1,NA,NA,NA,NA,NA,NA,NA,NA
"193022","19-3022.00","Survey Researchers",1.04947916666667,1.22518046219935,1.28258545031537,0.539988160438076,1.0063919290518,16,16,"Life, Physical & Social Science",0.25,0.625,1,49,26,87,2.77631739634854,3.832649,0.23,0.045008156,-1.3449026
"259044","25-9044.00","Teaching Assistants, Postsecondary",1.0479797979798,0.820414379326294,1.18296811996294,0.938417495956354,0.952413866118527,20,13,"Education, Training & Library",0.333333333333333,0.53030303030303,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,NA
"113061","11-3061.00","Purchasing Managers",1.04398148148148,1.094772063956,1.25132002392797,0.574268736604658,1.01772077663269,18,18,"Management, Business & Financial",0.228571428571429,0.585714285714286,0.942857142857143,2,2,23,2.89869710406744,3.702203,0.03,-0.30152273,-1.0924441
"173027","17-3027.01","Automotive Engineering Technicians",1.04398148148148,0.951780600420493,1.23696578560568,0.71844726708716,0.889083551419473,18,18,"Computer, Engineering & Science",0.117647058823529,0.394117647058824,0.670588235294118,92,65,91,2.96131919351755,4.2454624,0.38,0.371391435,0.275790385
"119179","11-9179.01","Fitness and Wellness Coordinators",1.04347826086957,1.10719061482184,1.20980488667299,0.623520975970286,0.812106998655768,24,22,"Management, Business & Financial",0.159090909090909,0.448863636363636,0.738636363636364,NA,NA,NA,NA,NA,NA,NA,NA
"292051","29-2051.00","Dietetic Technicians",1.04347826086957,0.998599015937378,1.36267929174777,0.674737999103845,0.765938293640476,13,10,"Healthcare Practitioners & Technical",0.173913043478261,0.543478260869565,0.91304347826087,39,52,42,2.886860692707,3.3063416,0.13,0.5607742,0.21042171
"113071","11-3071.00","Transportation, Storage, and Distribution Managers",1.04241071428571,1.19136444514035,1.24693526885977,0.544383371788994,0.955798201870089,30,26,"Management, Business & Financial",0.018018018018018,0.486486486486487,0.954954954954955,50,26,68,2.85505208122263,3.5567839,0.59,0.0315764233333333,-0.494358176666667
"113031","11-3031.03","Investment Fund Managers",1.04166666666667,1.41557507530712,1.36023686791044,0.283636124464397,0.983704502340325,20,15,"Management, Business & Financial",0,0.485,0.97,28,7,67,2.9169856893979,3.846684,0.069,0.431832675,-1.0293295
"194099","19-4099.01","Quality Control Analysts",1.04166666666667,0.990952876971505,1.30736677309877,0.569017981063508,0.963418773805717,26,21,"Life, Physical & Social Science",0.166666666666667,0.532051282051282,0.897435897435897,80,51,82,2.92022502415678,4.0860829,0.61,0.692402583333333,0.057143321
"339031","33-9031.00","Gambling Surveillance Officers and Gambling Investigators",1.04166666666667,1.09478629710818,1.1560233571013,0.618151693585629,0.776707113831042,8,8,"Protective Service",0.25,0.4375,0.625,67,54,76,2.90005512679162,3.2141466,0.95,0.32706752,-0.22236413
"132031","13-2031.00","Budget Analysts",1.04,1.12847177209664,1.3155213548685,0.519042709737007,1.14551791835107,13,12,"Management, Business & Financial",0.08,0.52,0.96,37,16,81,2.92722043112712,3.3814559,0.94,1.1490716,-0.89859194
"292011","29-2011.01","Cytogenetic Technologists",1.03951149425287,0.609006982916432,1.27368067691643,0.687990190168355,1.02047997612238,30,28,"Healthcare Practitioners & Technical",0.15748031496063,0.362204724409449,0.566929133858268,NA,NA,NA,NA,NA,NA,NA,NA
"173011","17-3011.00","Architectural and Civil Drafters",1.03833333333333,0.808471772096639,1.30990083445627,0.748210235533031,1.13692476671285,28,22,"Computer, Engineering & Science",0.12,0.54,0.96,49,34,81,2.91030450520386,3.7176533,0.52,1.04430565,0.102225145
"119131","11-9131.00","Postmasters and Mail Superintendents",1.03571428571429,0.965868924780839,1.24313795958133,0.729702877652543,0.942401290350956,13,8,"Management, Business & Financial",0.142857142857143,0.523809523809524,0.904761904761905,50,26,68,3.0178978978979,3.1955256,0.75,0.5849513,-0.019495862
"272012","27-2012.03","Media Programming Directors",1.03571428571429,1.19169106635613,1.33457874554099,0.549145276550899,0.931145679785573,23,19,"Arts, Design, Entertainment & Media",0.108695652173913,0.471014492753623,0.833333333333333,32,25,43,2.90362560176085,3.8023269,0.022,-0.059756864,-0.384658942
"131151","13-1151.00","Training and Development Specialists",1.03289473684211,1.24695679263923,1.23690056315226,0.551061610116694,0.88016416672743,20,18,"Management, Business & Financial",0.105263157894737,0.552631578947368,1,10,6,44,2.94722367846221,3.5463903,0.014,-0.94623107,-1.358427
"191029","19-1029.01","Bioinformatics Scientists",1.03156565656566,1.35483033565935,1.37532244381985,0.408293167205081,1.10995075927718,20,13,"Life, Physical & Social Science",0.245033112582781,0.543046357615894,0.841059602649007,62,52,82,2.76029314840351,4.9427481,0.015,-0.223620246666667,-0.59053272
"194031","19-4031.00","Chemical Technicians",1.0297619047619,0.951697173621672,1.35297312215706,0.629459683235587,0.775802782319248,16,12,"Life, Physical & Social Science",0.142857142857143,0.392857142857143,0.642857142857143,59,55,23,2.84121529074835,3.9962807,0.57,1.5439544,1.756729
"172199","17-2199.03","Energy Engineers, Except Wind and Solar",1.02743902439024,1.11776524527188,1.32133622482099,0.504640372475577,0.921336224820993,21,20,"Computer, Engineering & Science",0.213559322033898,0.530508474576271,0.847457627118644,75,52,90,2.87080835446924,4.4884806,0.014,-0.418742137727273,-0.435068672636364
"193011","19-3011.01","Environmental Economists",1.02741228070175,1.48113809001046,1.37819161295027,0.189910019835025,0.929975227859734,20,18,"Life, Physical & Social Science",0.129032258064516,0.564516129032258,1,49,26,87,2.75845107561465,3.6700752,0.43,-1.30484995,-1.46887755
"119071","11-9071.00","Gambling Managers",1.02688172043011,1.01750756161587,1.33974357443771,0.650610888112758,0.93870573029585,19,12,"Management, Business & Financial",0.323529411764706,0.573529411764706,0.823529411764706,50,26,68,3.01350201740314,3.7921979,0.091,0.1820087,-0.677691
"273011","27-3011.00","Broadcast Announcers and Radio Disc Jockeys",1.02604166666667,1.3010683602523,1.46618802153517,0.595502116982037,0.735948698969422,24,16,"Arts, Design, Entertainment & Media",0.4,0.65,0.9,17,17,9,2.96243759077705,3.2809219,0.1,0.06112546,0.3997651
"271014","27-1014.00","Special Effects Artists and Animators",1.02412280701754,1.44442194399244,1.48815563387011,0.403693189064062,0.874304963285052,13,6,"Arts, Design, Entertainment & Media",0.05,0.525,1,66,33,52,2.81868569360426,3.795085,0.015,0.31095022,0.46287987
"273023","27-3023.00","News Analysts, Reporters, and Journalists",1.02222222222222,1.37209969717482,1.35551280469674,0.488527041275743,0.727336155976049,30,30,"Arts, Design, Entertainment & Media",0.3,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA
"292011","29-2011.00","Medical and Clinical Laboratory Technologists",1.0216049382716,0.651758681981994,1.33350607742542,0.668294223706311,0.860136575367315,15,12,"Healthcare Practitioners & Technical",0.15748031496063,0.362204724409449,0.566929133858268,NA,NA,NA,NA,NA,NA,NA,NA
"131199","13-1199.04","Business Continuity Planners",1.02032520325203,1.29793410312113,1.21512401656784,0.413614743022677,0.931730216439551,21,20,"Management, Business & Financial",0.246666666666667,0.593333333333333,0.94,24,19,54,2.90971925672699,3.6139357,0.23,-0.317640517,-0.926392676666667
"119199","11-9199.09","Wind Energy Operations Managers",1.01822916666667,1.11993587371178,1.11495190528383,0.58883545031537,0.90133545031537,16,16,"Management, Business & Financial",0.0730769230769231,0.492307692307692,0.911538461538462,50,26,68,2.82137992735606,3.803627,0.25,-0.368679874444445,-0.835477411111111
"192031","19-2031.00","Chemists",1.01736111111111,0.896225044864938,1.40366807798802,0.381445855765802,0.775491429267333,12,12,"Life, Physical & Social Science",0.08,0.38,0.68,47,18,85,2.83751261861498,4.6172781,0.1,0.77030456,0.24197887
"172112","17-2112.03","Manufacturing Engineers",1.01684397163121,1.31228039241103,1.24682848668131,0.360609182155316,0.854782664205547,24,23,"Computer, Engineering & Science",0.180790960451977,0.550847457627119,0.92090395480226,62,50,84,2.82718548545961,4.131794,0.029,-0.672229585,-0.58752734
"132011","13-2011.00","Accountants and Auditors",1.01573129251701,0.986523239615057,1.38167798775074,0.516371865301756,1.16197276393903,29,20,"Management, Business & Financial",0.12,0.56,1,13,12,48,2.98030020995637,3.6984756,0.94,1.092658675,-0.9571985
"172199","17-2199.11","Solar Energy Systems Engineers",1.015625,1.08213672050459,1.29439100587093,0.379957249141185,1.07806977157365,13,11,"Computer, Engineering & Science",0.213559322033898,0.530508474576271,0.847457627118644,75,52,90,2.87080835446924,4.4884806,0.014,-0.418742137727273,-0.435068672636364
"292011","29-2011.02","Cytotechnologists",1.015,0.735425625842204,1.26356578286422,0.700044427995721,0.949996563482571,13,12,"Healthcare Practitioners & Technical",0.15748031496063,0.362204724409449,0.566929133858268,NA,NA,NA,NA,NA,NA,NA,NA
